id,node
9.015850861804995e+17,9.015850861804995e+17
7.15474256889385e+17,7.15474256889385e+17
7.541154130347377e+17,7.541154130347377e+17
7.767936822048195e+17,7.767936822048195e+17
8.379207906453955e+17,8.379207906453955e+17
7.406849387443036e+17,7.406849387443036e+17
9.37671869444051e+17,9.37671869444051e+17
2262620679.0,2262620679.0
209667075.0,209667075.0
7.575962798662902e+17,7.575962798662902e+17
7.126900512016957e+17,7.126900512016957e+17
3430474763.0,3430474763.0
8.12454149912662e+17,8.12454149912662e+17
7.838292218063135e+17,7.838292218063135e+17
8.066952579161825e+17,8.066952579161825e+17
7.765565584696975e+17,7.765565584696975e+17
23332368.0,23332368.0
2415253009.0,2415253009.0
7.317076018477179e+17,7.317076018477179e+17
3092878870.0,3092878870.0
7.337072786967306e+17,7.337072786967306e+17
45256733.0,45256733.0
7.334219307121623e+17,7.334219307121623e+17
17148456.0,17148456.0
241592876.0,241592876.0
281537076.0,281537076.0
506641461.0,506641461.0
8.541211674053714e+17,8.541211674053714e+17
2280896059.0,2280896059.0
3247188550.0,3247188550.0
250937927.0,250937927.0
8.232586500809073e+17,8.232586500809073e+17
7.243868799242772e+17,7.243868799242772e+17
283664467.0,283664467.0
60468824.0,60468824.0
8.092285215833661e+17,8.092285215833661e+17
531396192.0,531396192.0
18090080.0,18090080.0
23480929.0,23480929.0
4645471333.0,4645471333.0
466244714.0,466244714.0
20998770.0,20998770.0
27051634.0,27051634.0
336313972.0,336313972.0
4222061685.0,4222061685.0
1655766132.0,1655766132.0
81438841.0,81438841.0
9.76802158623576e+17,9.76802158623576e+17
4072644732.0,4072644732.0
1.0197272761984983e+18,1.0197272761984983e+18
8.775087618286428e+17,8.775087618286428e+17
9.115352383917138e+17,9.115352383917138e+17
7.400176772178944e+17,7.400176772178944e+17
67503749.0,67503749.0
8.813444492421734e+17,8.813444492421734e+17
8.039351616960635e+17,8.039351616960635e+17
8.81522095045333e+17,8.81522095045333e+17
8.921309994542572e+17,8.921309994542572e+17
8.881171390931804e+17,8.881171390931804e+17
596329092.0,596329092.0
704306828.0,704306828.0
60089996.0,60089996.0
8.164636857156321e+17,8.164636857156321e+17
163861649.0,163861649.0
61793937.0,61793937.0
1583065752.0,1583065752.0
36048547.0,36048547.0
4521330855.0,4521330855.0
425418920.0,425418920.0
46455464.0,46455464.0
118342823.0,118342823.0
218090155.0,218090155.0
2320870573.0,2320870573.0
7.02773194713772e+17,7.02773194713772e+17
2965246645.0,2965246645.0
87603897.0,87603897.0
330121407.0,330121407.0
348323009.0,348323009.0
7.34832111891456e+17,7.34832111891456e+17
3286796496.0,3286796496.0
98416337.0,98416337.0
8.262089432611676e+17,8.262089432611676e+17
18557659.0,18557659.0
18067164.0,18067164.0
461426400.0,461426400.0
2192887524.0,2192887524.0
2882929383.0,2882929383.0
360694503.0,360694503.0
885960937.0,885960937.0
125128428.0,125128428.0
19043568.0,19043568.0
179250417.0,179250417.0
