src,dst
33170847.0,1440616824.0
376020156.0,345343418.0
1341686353.0,3817328187.0
7.631805693456548e+17,50287759.0
53297881.0,2287366542.0
53297881.0,583122991.0
67595149.0,537602851.0
2259041257.0,4821267819.0
61013605.0,199768203.0
53297881.0,606316616.0
53297881.0,350437162.0
3319287287.0,613132047.0
53297881.0,2909445756.0
199768203.0,9.388037536998932e+17
53297881.0,2999847544.0
2259041257.0,54524007.0
53297881.0,905374200.0
53297881.0,31579226.0
3319287287.0,152508248.0
905374200.0,381234311.0
53297881.0,166594076.0
61013605.0,14359655.0
53297881.0,45467431.0
564725304.0,1144041037.0
853711446.0,67887578.0
86796377.0,29230247.0
2845849081.0,550560179.0
8.761466105390244e+17,31579226.0
199768203.0,187513512.0
143959357.0,69163320.0
1911303422.0,423502732.0
426735405.0,3305030403.0
1911303422.0,3235627787.0
1911303422.0,3430962999.0
199768203.0,9.33737821910614e+17
1911303422.0,130301581.0
1911303422.0,707494776.0
185977718.0,2460974640.0
1911303422.0,387915584.0
415280026.0,1184641903.0
1911303422.0,3293564224.0
1911303422.0,564725304.0
1911303422.0,1004671860.0
1911303422.0,764080735.0
2259041257.0,4277363655.0
1911303422.0,170057636.0
4493182468.0,707494776.0
1341686353.0,7.197561005984276e+17
1911303422.0,1485125072.0
53297881.0,199768203.0
4482362015.0,48986203.0
338283187.0,3950928695.0
632378545.0,2366196514.0
2259041257.0,714434936.0
4482362015.0,1145837502.0
246082925.0,213968367.0
2326604153.0,19650992.0
1911303422.0,241291014.0
4482362015.0,4258239203.0
1911303422.0,7.872964146950922e+17
1341686353.0,3939674009.0
1911303422.0,1066459346.0
4482362015.0,441378703.0
53297881.0,350437162.0
1911303422.0,1515892296.0
1911303422.0,2859834039.0
1911303422.0,607978139.0
537904539.0,8.232030998209659e+17
8.630210841568584e+17,16722647.0
7.148875750816072e+17,3604237222.0
8.40409243375272e+17,4427177261.0
1911303422.0,46419721.0
266458189.0,345343418.0
286025358.0,1708038163.0
2719597309.0,8.749905617653228e+17
7.148875750816072e+17,3304347244.0
482418139.0,31579226.0
55539703.0,2287366542.0
550560179.0,19805053.0
1.0679700808840806e+18,632378545.0
938948774.0,1420535665.0
52989817.0,87504275.0
217575068.0,4263383185.0
52989817.0,7.920545199076434e+17
286025358.0,7.862591089365524e+17
52989817.0,526073036.0
8.40409243375272e+17,199768203.0
3083284793.0,905374200.0
3001049548.0,54524007.0
4479867201.0,33981571.0
386040111.0,2981075888.0
426735405.0,307926374.0
15843059.0,75397647.0
186520409.0,37892499.0
905374200.0,591981595.0
21503693.0,1184641903.0
503585510.0,2600517884.0
34109146.0,1583684022.0
1109531767.0,941224903.0
1109531767.0,28732136.0
2259041257.0,247176719.0
247176719.0,28649283.0
264934281.0,36649334.0
9.541864960676168e+17,16722647.0
2326604153.0,364661917.0
1035115242.0,822244212.0
2326604153.0,3159457957.0
21503693.0,3305030403.0
630577781.0,3305030403.0
2326604153.0,2790768176.0
1911303422.0,213968367.0
1911303422.0,104504317.0
1911303422.0,2540825701.0
1911303422.0,2865726875.0
1911303422.0,2975507348.0
1911303422.0,16722647.0
1035115242.0,8.278301284744151e+17
33170847.0,941224903.0
8.715474024524308e+17,241084501.0
286025358.0,8.047851571064668e+17
524435492.0,7.83460176292479e+17
2259041257.0,1570779979.0
2259041257.0,1863145748.0
8.715474024524308e+17,3399349145.0
938948774.0,613132047.0
8.715474024524308e+17,86796377.0
8.715474024524308e+17,283455112.0
630577781.0,1261767385.0
2259041257.0,1281940632.0
2460974640.0,4830472692.0
2259041257.0,3025266342.0
69163320.0,247176719.0
400270219.0,31276933.0
8.715474024524308e+17,26002250.0
537904539.0,2191707162.0
537904539.0,42914466.0
537904539.0,1583684022.0
217575068.0,345343418.0
86796377.0,3817328187.0
8.858528876241019e+17,7.892460002589204e+17
898975153.0,420406208.0
537904539.0,2898201135.0
2259041257.0,8.301182364066324e+17
3957294317.0,3004249311.0
3957294317.0,251040359.0
1035115242.0,308520434.0
2719597309.0,4085135908.0
503585510.0,3145706092.0
3957294317.0,7.973121055400346e+17
1911303422.0,153049921.0
7.187483529977774e+17,2875866962.0
1911303422.0,152610683.0
29993565.0,4085135908.0
138178844.0,199768203.0
29993565.0,3167591273.0
1911303422.0,2883469589.0
3296504462.0,3167591273.0
29993565.0,2981075888.0
217575068.0,615360297.0
7.187483529977774e+17,7.134474172872991e+17
29993565.0,8.334690461966746e+17
537904539.0,8.68823510235435e+17
299046498.0,19218108.0
503585510.0,7.740416205598228e+17
7.148875750816072e+17,7.892460002589204e+17
1035115242.0,199768203.0
1145837502.0,4257385693.0
264934281.0,505214831.0
7.148875750816072e+17,7.036812424290468e+17
7.148875750816072e+17,7.324458336820183e+17
7.148875750816072e+17,4910270788.0
7.148875750816072e+17,4237222877.0
400270219.0,537602851.0
28662619.0,905374200.0
7.148875750816072e+17,7.09059463987073e+17
199768203.0,8.330488878960599e+17
1035115242.0,9.371770385107272e+17
1529809286.0,632378545.0
2719597309.0,8.749905617653228e+17
29993565.0,152448425.0
199768203.0,49141281.0
7.631805693456548e+17,31579226.0
264934281.0,199768203.0
503585510.0,113423108.0
537904539.0,71926170.0
7.148875750816072e+17,1074216337.0
2878751485.0,67595149.0
308520434.0,7.798797703308493e+17
5920142.0,3145706092.0
286025358.0,3817328187.0
65949052.0,38093586.0
122596891.0,7.671001190492365e+17
22250210.0,345343418.0
122596891.0,50902189.0
1035115242.0,2815402178.0
938948774.0,831675103.0
86796377.0,30925817.0
7.671001190492365e+17,537602851.0
264934281.0,2832236690.0
7.148875750816072e+17,40952195.0
29993565.0,3394241285.0
29993565.0,7.958992833252762e+17
420406208.0,19218108.0
550560179.0,2279480828.0
1035115242.0,8.15245393969709e+17
2845849081.0,283455112.0
20203344.0,1548047228.0
1298623189.0,1529809286.0
1911303422.0,199768203.0
2284614762.0,8.207829549138739e+17
264934281.0,74169289.0
14427407.0,52989817.0
7.559085162552648e+17,199768203.0
32414658.0,2307296066.0
3161363832.0,2981075888.0
16621190.0,1206161593.0
503585510.0,2880287133.0
113423108.0,67514697.0
215459458.0,7.710955752153743e+17
524435492.0,9.250309442134917e+17
29993565.0,3657635540.0
217575068.0,468110721.0
217575068.0,2191707162.0
537904539.0,8.018768009513574e+17
51199923.0,66833170.0
67595149.0,401476997.0
482418139.0,445015186.0
52989817.0,199768203.0
52989817.0,1917632858.0
1206161593.0,2981075888.0
3412873691.0,33981571.0
8.40409243375272e+17,33981571.0
65949052.0,166207599.0
122596891.0,591981595.0
7.920545199076434e+17,7.997967787952005e+17
29993565.0,7.974738962158387e+17
29993565.0,2869837616.0
3319287287.0,3145706092.0
65949052.0,628678146.0
65949052.0,523443851.0
20203344.0,2460974640.0
4774170301.0,1035115242.0
1911303422.0,2825240079.0
1911303422.0,4117939516.0
1911303422.0,16963034.0
1911303422.0,7.317663978570752e+17
1911303422.0,2386087811.0
1911303422.0,2755272040.0
1911303422.0,1530504780.0
1911303422.0,60381360.0
1911303422.0,365028122.0
1911303422.0,441378703.0
1911303422.0,7.39933964174037e+17
1911303422.0,99522642.0
1911303422.0,29409786.0
1911303422.0,67887578.0
1911303422.0,2935416411.0
1911303422.0,1608010855.0
1911303422.0,833756904.0
1911303422.0,905374200.0
1911303422.0,58925278.0
1911303422.0,553388088.0
1911303422.0,31718463.0
1911303422.0,110912820.0
1911303422.0,2460974640.0
1911303422.0,4298089121.0
1911303422.0,338283187.0
1911303422.0,628678146.0
1911303422.0,51199923.0
1911303422.0,3939674009.0
1911303422.0,2366196514.0
1911303422.0,2393225036.0
1911303422.0,491220394.0
1911303422.0,266458189.0
1911303422.0,1004671860.0
1911303422.0,2307296066.0
1911303422.0,1077434971.0
1911303422.0,794778854.0
1911303422.0,4520812055.0
1911303422.0,2948520401.0
1911303422.0,17115086.0
1911303422.0,1066459346.0
1911303422.0,54882415.0
1911303422.0,2685275712.0
1911303422.0,237720874.0
1911303422.0,1863145748.0
1911303422.0,2284614762.0
1911303422.0,2841487088.0
1911303422.0,307926374.0
1911303422.0,118396349.0
1911303422.0,4859150405.0
1911303422.0,2974627510.0
1911303422.0,113423108.0
1911303422.0,3016618421.0
1911303422.0,3939674009.0
1911303422.0,7.168883280088351e+17
1911303422.0,471619937.0
1911303422.0,1961579168.0
1911303422.0,7.295520231217357e+17
1911303422.0,60861852.0
1911303422.0,7.355790239469445e+17
1911303422.0,4809840779.0
1911303422.0,56814425.0
1911303422.0,458116092.0
1911303422.0,323308427.0
1911303422.0,261879278.0
1911303422.0,54983311.0
1911303422.0,118552712.0
1911303422.0,7.036812424290468e+17
1911303422.0,133178002.0
1911303422.0,1066459346.0
1911303422.0,411377266.0
1911303422.0,3234248484.0
1911303422.0,2845224610.0
1911303422.0,1496608986.0
1911303422.0,890005525.0
1911303422.0,219736461.0
1911303422.0,109895960.0
1911303422.0,54983311.0
1911303422.0,3261405989.0
1911303422.0,98042044.0
1911303422.0,2958157228.0
1911303422.0,2326604153.0
1911303422.0,35435904.0
1911303422.0,7.935216625452646e+17
1911303422.0,3313105635.0
1911303422.0,222048639.0
1911303422.0,438900003.0
1911303422.0,7.355790239469445e+17
1911303422.0,110071965.0
1911303422.0,3609635354.0
1911303422.0,840230431.0
1911303422.0,451850533.0
1911303422.0,7.710955752153743e+17
1911303422.0,2172026164.0
1911303422.0,2685275712.0
1911303422.0,352169101.0
1911303422.0,2393225036.0
1911303422.0,2835978636.0
1911303422.0,27551703.0
1911303422.0,26107813.0
1911303422.0,1396779372.0
1911303422.0,318328884.0
1911303422.0,186520409.0
1911303422.0,1703385944.0
1911303422.0,4428208822.0
1911303422.0,40398279.0
1911303422.0,403997170.0
1911303422.0,3042177503.0
1911303422.0,4739901797.0
1911303422.0,1090259760.0
1911303422.0,109908399.0
1911303422.0,392519677.0
1911303422.0,177182882.0
1911303422.0,2342479104.0
1911303422.0,224118311.0
1911303422.0,2729946330.0
1911303422.0,1419005648.0
1911303422.0,492681551.0
2898201135.0,9.197634909438566e+17
7.148875750816072e+17,1074216337.0
7.148875750816072e+17,7.591106044560957e+17
33170847.0,390555976.0
264934281.0,751214924.0
305979692.0,2191707162.0
16672102.0,632378545.0
217575068.0,146666171.0
7.631805693456548e+17,9.352134782431191e+17
199768203.0,8.78425577094488e+17
305979692.0,8.246661351739474e+17
503585510.0,8.749905617653228e+17
537904539.0,942448939.0
7.148875750816072e+17,8.74814213197357e+17
7.187483529977774e+17,8.749905617653228e+17
632378545.0,8.776621870740562e+17
135697030.0,583122991.0
751214924.0,2494936734.0
261462593.0,583122991.0
8.164227545723249e+17,2172026164.0
2845849081.0,7.936315696509829e+17
4085135908.0,905374200.0
7.404734689201562e+17,2326604153.0
86796377.0,9.250309442134917e+17
3957294317.0,2303776496.0
15843059.0,28821697.0
3957294317.0,23247155.0
15843059.0,132229098.0
3957294317.0,7.355790239469445e+17
15843059.0,930326239.0
15843059.0,583122991.0
