src,dst
1411902361.0,1426710036.0
626503046.0,64008841.0
38863786.0,1605803646.0
19860107.0,58808978.0
292263105.0,24981827.0
38863786.0,49115079.0
292263105.0,19921268.0
532457531.0,55381358.0
23360808.0,3227379860.0
7.565765891781755e+17,7.631302542317568e+17
242017731.0,454012489.0
1.0740015767030006e+18,3227379860.0
134838419.0,311140916.0
626503046.0,916787959.0
3196558516.0,1.0577781103079752e+18
3104192017.0,9.660158898910536e+17
139189262.0,39637072.0
317223956.0,1514355565.0
25689113.0,311140916.0
38863786.0,61776145.0
532457531.0,373938490.0
40510796.0,392371418.0
626503046.0,1066204172.0
38863786.0,987220009.0
58808978.0,311140916.0
27945987.0,1112144912.0
45920157.0,303341647.0
7.537768646829998e+17,9.972779631954862e+17
52572719.0,9.308387124009738e+17
52572719.0,2905390245.0
8.815792158327603e+17,16081727.0
52572719.0,2848049341.0
7.537768646829998e+17,8.005103903963013e+17
7.537768646829998e+17,32942732.0
7.537768646829998e+17,9.560370814275994e+17
7.537768646829998e+17,2848049341.0
9.997521726015775e+17,1.0128082653093478e+18
187995023.0,2727390144.0
7.537768646829998e+17,4886325111.0
829735580.0,1.0299377177009644e+18
8.396858557279314e+17,1.0011731596750725e+18
829735580.0,26453716.0
1426814712.0,29444116.0
52572719.0,421559457.0
52572719.0,39637072.0
3267268434.0,7.631302542317568e+17
52572719.0,7.631302542317568e+17
2781121982.0,1.0011731596750725e+18
52572719.0,21834528.0
52572719.0,808014258.0
52572719.0,30644500.0
495382516.0,1.0577781103079752e+18
829735580.0,41238350.0
1426814712.0,400399269.0
7.537768646829998e+17,1.0128082653093478e+18
9.153550281515868e+17,1426814712.0
7.537768646829998e+17,9.365459049323274e+17
8.170268708814275e+17,289031581.0
24248534.0,9.081361701057782e+17
52572719.0,55381358.0
52572719.0,1426710036.0
7.537768646829998e+17,8.005103903963013e+17
7.537768646829998e+17,9.916506680489984e+17
58819354.0,1426814712.0
3003809282.0,9.560370814275994e+17
829735580.0,1.020014770525737e+18
7.537768646829998e+17,1.0128082653093478e+18
52572719.0,3892584794.0
8.815792158327603e+17,1.0128082653093478e+18
1285069740.0,509384598.0
52572719.0,26453716.0
25737113.0,808014258.0
52572719.0,9.660158898910536e+17
2213517019.0,9.660158898910536e+17
1426814712.0,9.365459049323274e+17
52572719.0,9.420693285512724e+17
52572719.0,173119648.0
52572719.0,26206530.0
1426814712.0,9.365459049323274e+17
604717835.0,9.420693285512724e+17
8.815792158327603e+17,7.631302542317568e+17
52572719.0,2848049341.0
24248534.0,9.420693285512724e+17
7.537768646829998e+17,443654740.0
7.537768646829998e+17,8.170268708814275e+17
52572719.0,7.858649099428782e+17
52572719.0,2848049341.0
7.537768646829998e+17,9.560370814275994e+17
829735580.0,9.662510178798141e+17
7.537768646829998e+17,9.536843873753375e+17
2781121982.0,1498573814.0
52572719.0,1.0078131647492137e+18
52572719.0,9.724402919522181e+17
52572719.0,9.002406501043159e+17
7.537768646829998e+17,9.560370814275994e+17
829735580.0,443943237.0
1868465510.0,1.0128082653093478e+18
829735580.0,7.593340227575194e+17
52572719.0,27945987.0
52572719.0,9.420693285512724e+17
7.537768646829998e+17,8.170268708814275e+17
1426814712.0,9.365459049323274e+17
2781121982.0,3892584794.0
52572719.0,9.46921770069631e+17
1426814712.0,7.029630295210762e+17
8.815792158327603e+17,4196528835.0
52572719.0,787887222.0
52572719.0,9.320743396245627e+17
52572719.0,1.0577781103079752e+18
829735580.0,1.0699201242311885e+18
2943304486.0,4896792237.0
