id,node
8.019919024091464e+17,8.019919024091464e+17
7.179114014994719e+17,7.179114014994719e+17
8.003314141178839e+17,8.003314141178839e+17
8.831160532486062e+17,8.831160532486062e+17
3020455940.0,3020455940.0
8.247197428754022e+17,8.247197428754022e+17
9.502335156684513e+17,9.502335156684513e+17
8.240393524392264e+17,8.240393524392264e+17
9.762626024214487e+17,9.762626024214487e+17
8.143527045249147e+17,8.143527045249147e+17
8.546692486642237e+17,8.546692486642237e+17
26219530.0,26219530.0
3931177994.0,3931177994.0
54717966.0,54717966.0
872688145.0,872688145.0
3950598676.0,3950598676.0
1596234775.0,1596234775.0
15161367.0,15161367.0
1154011676.0,1154011676.0
46435868.0,46435868.0
125896734.0,125896734.0
35662894.0,35662894.0
433524788.0,433524788.0
4311982647.0,4311982647.0
2422329920.0,2422329920.0
64357440.0,64357440.0
56937536.0,56937536.0
16199232.0,16199232.0
3260503620.0,3260503620.0
465290310.0,465290310.0
36156490.0,36156490.0
575935050.0,575935050.0
11895882.0,11895882.0
4615965259.0,4615965259.0
2316237907.0,2316237907.0
1093982809.0,1093982809.0
9.820610332285542e+17,9.820610332285542e+17
234126951.0,234126951.0
8.762587688200806e+17,8.762587688200806e+17
796523629.0,796523629.0
165443183.0,165443183.0
74247792.0,74247792.0
862353008.0,862353008.0
91116664.0,91116664.0
9.175189077449646e+17,9.175189077449646e+17
17915515.0,17915515.0
709040768.0,709040768.0
7.662797373879788e+17,7.662797373879788e+17
109623426.0,109623426.0
8.066282369816535e+17,8.066282369816535e+17
874972292.0,874972292.0
578963077.0,578963077.0
9.289962639573524e+17,9.289962639573524e+17
8.427515611179786e+17,8.427515611179786e+17
898767493.0,898767493.0
8.820240421732557e+17,8.820240421732557e+17
9.171189824899031e+17,9.171189824899031e+17
3518486666.0,3518486666.0
391852168.0,391852168.0
8.217455789797622e+17,8.217455789797622e+17
757616784.0,757616784.0
90498713.0,90498713.0
1479917724.0,1479917724.0
8.244203743518638e+17,8.244203743518638e+17
7.631275909326029e+17,7.631275909326029e+17
4748634793.0,4748634793.0
148628139.0,148628139.0
16634544.0,16634544.0
3064998581.0,3064998581.0
109441206.0,109441206.0
136953019.0,136953019.0
1618380482.0,1618380482.0
2790292676.0,2790292676.0
1415550662.0,1415550662.0
491822279.0,491822279.0
466864852.0,466864852.0
1289704663.0,1289704663.0
40988391.0,40988391.0
4781576424.0,4781576424.0
4236584177.0,4236584177.0
114711796.0,114711796.0
1371968256.0,1371968256.0
7.931387183244329e+17,7.931387183244329e+17
7.345562607969321e+17,7.345562607969321e+17
430883587.0,430883587.0
2225747204.0,2225747204.0
7.75298638348116e+17,7.75298638348116e+17
8.927879820752568e+17,8.927879820752568e+17
8.315571579255603e+17,8.315571579255603e+17
2575780104.0,2575780104.0
8.714801895610778e+17,8.714801895610778e+17
8.167550249402778e+17,8.167550249402778e+17
78010122.0,78010122.0
2557741327.0,2557741327.0
273531670.0,273531670.0
18512153.0,18512153.0
7.820830039504609e+17,7.820830039504609e+17
8.333118857432556e+17,8.333118857432556e+17
525028644.0,525028644.0
65615656.0,65615656.0
49475369.0,49475369.0
218348332.0,218348332.0
898860337.0,898860337.0
4912642362.0,4912642362.0
944539963.0,944539963.0
822423872.0,822423872.0
389853513.0,389853513.0
47019337.0,47019337.0
257681227.0,257681227.0
182675273.0,182675273.0
568308565.0,568308565.0
9.470248223279186e+17,9.470248223279186e+17
8.004606121196421e+17,8.004606121196421e+17
3015967577.0,3015967577.0
2284527962.0,2284527962.0
175828319.0,175828319.0
874886498.0,874886498.0
275068772.0,275068772.0
55312746.0,55312746.0
1902151532.0,1902151532.0
483139441.0,483139441.0
568151409.0,568151409.0
2955151219.0,2955151219.0
231883124.0,231883124.0
214046074.0,214046074.0
4063985534.0,4063985534.0
8.784995346696233e+17,8.784995346696233e+17
7.819166119261921e+17,7.819166119261921e+17
7.812876142634885e+17,7.812876142634885e+17
37127042.0,37127042.0
9.259028749153362e+17,9.259028749153362e+17
9.262405004614697e+17,9.262405004614697e+17
405286275.0,405286275.0
343578504.0,343578504.0
24355721.0,24355721.0
8.50851763594965e+17,8.50851763594965e+17
9.527044100518052e+17,9.527044100518052e+17
7.105161793542595e+17,7.105161793542595e+17
7.855410006137242e+17,7.855410006137242e+17
8.383891808288932e+17,8.383891808288932e+17
1868287897.0,1868287897.0
486882714.0,486882714.0
2207787422.0,2207787422.0
3358911393.0,3358911393.0
4774933922.0,4774933922.0
260337572.0,260337572.0
204447658.0,204447658.0
582697898.0,582697898.0
2583355837.0,2583355837.0
2927706565.0,2927706565.0
1694502342.0,1694502342.0
8.206114684964045e+17,8.206114684964045e+17
8.072647733814886e+17,8.072647733814886e+17
2595894727.0,2595894727.0
2890103754.0,2890103754.0
104893909.0,104893909.0
183520216.0,183520216.0
314536920.0,314536920.0
317558232.0,317558232.0
906855901.0,906855901.0
152687079.0,152687079.0
248115178.0,248115178.0
3151825386.0,3151825386.0
