id,node
7.551274957756252e+17,7.551274957756252e+17
7.461340433186406e+17,7.461340433186406e+17
7.980379910506701e+17,7.980379910506701e+17
7.972980839146086e+17,7.972980839146086e+17
8.990013149858775e+17,8.990013149858775e+17
8.881081833396716e+17,8.881081833396716e+17
8.735961100650209e+17,8.735961100650209e+17
7.080466587480433e+17,7.080466587480433e+17
8.336679601873224e+17,8.336679601873224e+17
8.892408115854131e+17,8.892408115854131e+17
7.584487825603297e+17,7.584487825603297e+17
86378502.0,86378502.0
382973958.0,382973958.0
7.653821887874376e+17,7.653821887874376e+17
7.910895959453286e+17,7.910895959453286e+17
7.163120032837878e+17,7.163120032837878e+17
3039131661.0,3039131661.0
7.545187746240348e+17,7.545187746240348e+17
7.90019230389248e+17,7.90019230389248e+17
1018893332.0,1018893332.0
26701846.0,26701846.0
3707671576.0,3707671576.0
376226841.0,376226841.0
936815640.0,936815640.0
42685467.0,42685467.0
3870745634.0,3870745634.0
84683811.0,84683811.0
929882659.0,929882659.0
137191685.0,137191685.0
3267533862.0,3267533862.0
24544802.0,24544802.0
33256484.0,33256484.0
67815972.0,67815972.0
257234986.0,257234986.0
633441834.0,633441834.0
873862188.0,873862188.0
375489028.0,375489028.0
4826927664.0,4826927664.0
508116018.0,508116018.0
2860908597.0,2860908597.0
983092278.0,983092278.0
7.036621966817894e+17,7.036621966817894e+17
9.217352505978266e+17,9.217352505978266e+17
462861372.0,462861372.0
3311944769.0,3311944769.0
2307253314.0,2307253314.0
4836657221.0,4836657221.0
7.746399429537997e+17,7.746399429537997e+17
563792459.0,563792459.0
480500298.0,480500298.0
8.12532477055144e+17,8.12532477055144e+17
54935632.0,54935632.0
173514323.0,173514323.0
274347607.0,274347607.0
3018587225.0,3018587225.0
28277850.0,28277850.0
1364870234.0,1364870234.0
295324253.0,295324253.0
4185510494.0,4185510494.0
182362719.0,182362719.0
1289848416.0,1289848416.0
2452466786.0,2452466786.0
2523556454.0,2523556454.0
3682560615.0,3682560615.0
82616432.0,82616432.0
2903111283.0,2903111283.0
9.367450979364905e+17,9.367450979364905e+17
77248123.0,77248123.0
8.449607548770591e+17,8.449607548770591e+17
2595978877.0,2595978877.0
162398335.0,162398335.0
7.303924494077993e+17,7.303924494077993e+17
9.589378641291223e+17,9.589378641291223e+17
8.761551739068948e+17,8.761551739068948e+17
9.663497341590446e+17,9.663497341590446e+17
1.0023835244966748e+18,1.0023835244966748e+18
9.983339695057019e+17,9.983339695057019e+17
1.0113141526845727e+18,1.0113141526845727e+18
9.537874604457206e+17,9.537874604457206e+17
2265799817.0,2265799817.0
423620746.0,423620746.0
108510851.0,108510851.0
34194051.0,34194051.0
2877712525.0,2877712525.0
8.154269165723402e+17,8.154269165723402e+17
7.14220936724095e+17,7.14220936724095e+17
7.827184746950902e+17,7.827184746950902e+17
7.835008504214405e+17,7.835008504214405e+17
7.801908275071017e+17,7.801908275071017e+17
45641358.0,45641358.0
1190690964.0,1190690964.0
67896980.0,67896980.0
2841714842.0,2841714842.0
1536863899.0,1536863899.0
49424542.0,49424542.0
143550623.0,143550623.0
266989727.0,266989727.0
550487203.0,550487203.0
211990186.0,211990186.0
3051400362.0,3051400362.0
3367318187.0,3367318187.0
834256554.0,834256554.0
3089040558.0,3089040558.0
48704175.0,48704175.0
2715841205.0,2715841205.0
514711223.0,514711223.0
46684860.0,46684860.0
6.957516997100093e+17,6.957516997100093e+17
1.0679051672095908e+18,1.0679051672095908e+18
1581128899.0,1581128899.0
858654914.0,858654914.0
3017703114.0,3017703114.0
816641287.0,816641287.0
7.428148233402532e+17,7.428148233402532e+17
7.42396324969128e+17,7.42396324969128e+17
2849529551.0,2849529551.0
532458706.0,532458706.0
98261204.0,98261204.0
187091075.0,187091075.0
3387188439.0,3387188439.0
2790442199.0,2790442199.0
3097543386.0,3097543386.0
478367964.0,478367964.0
426321629.0,426321629.0
4058164453.0,4058164453.0
323666150.0,323666150.0
46260456.0,46260456.0
193589482.0,193589482.0
1717701356.0,1717701356.0
87562484.0,87562484.0
2873973494.0,2873973494.0
