,id,degree
0,1911303422.0,146
1,199768203.0,15
2,7.148875750816072e+17,13
3,53297881.0,12
4,29993565.0,11
5,2259041257.0,10
6,15843059.0,9
7,537904539.0,9
8,1035115242.0,8
9,905374200.0,7
10,264934281.0,6
11,3957294317.0,6
12,52989817.0,6
13,217575068.0,6
14,2326604153.0,6
15,503585510.0,6
16,86796377.0,5
17,632378545.0,5
18,8.715474024524308e+17,5
19,583122991.0,5
20,286025358.0,4
21,8.749905617653228e+17,4
22,2981075888.0,4
23,4482362015.0,4
24,31579226.0,4
25,938948774.0,4
26,65949052.0,4
27,345343418.0,4
28,2460974640.0,4
29,3939674009.0,3
30,33981571.0,3
31,4085135908.0,3
32,67595149.0,3
33,2845849081.0,3
34,1341686353.0,3
35,247176719.0,3
36,2719597309.0,3
37,122596891.0,3
38,113423108.0,3
39,537602851.0,3
40,7.631805693456548e+17,3
41,7.187483529977774e+17,3
42,19218108.0,3
43,8.40409243375272e+17,3
44,550560179.0,3
45,2191707162.0,3
46,3817328187.0,3
47,3305030403.0,3
48,33170847.0,3
49,3145706092.0,3
50,16722647.0,3
51,7.355790239469445e+17,3
52,3319287287.0,3
53,1066459346.0,3
54,941224903.0,3
55,1109531767.0,2
56,3167591273.0,2
57,1145837502.0,2
58,2366196514.0,2
59,613132047.0,2
60,48986203.0,2
61,9.250309442134917e+17,2
62,400270219.0,2
63,283455112.0,2
64,67887578.0,2
65,2172026164.0,2
66,186520409.0,2
67,420406208.0,2
68,751214924.0,2
69,69163320.0,2
70,482418139.0,2
71,20203344.0,2
72,524435492.0,2
73,2393225036.0,2
74,350437162.0,2
75,1583684022.0,2
76,307926374.0,2
77,54983311.0,2
78,2284614762.0,2
79,338283187.0,2
80,1529809286.0,2
81,7.920545199076434e+17,2
82,2307296066.0,2
83,564725304.0,2
84,1863145748.0,2
85,7.036812424290468e+17,2
86,707494776.0,2
87,1184641903.0,2
88,7.892460002589204e+17,2
89,61013605.0,2
90,591981595.0,2
91,7.671001190492365e+17,2
92,54524007.0,2
93,1206161593.0,2
94,308520434.0,2
95,21503693.0,2
96,441378703.0,2
97,305979692.0,2
98,266458189.0,2
99,51199923.0,2
100,7.710955752153743e+17,2
101,213968367.0,2
102,628678146.0,2
103,630577781.0,2
104,426735405.0,2
105,2898201135.0,2
106,1074216337.0,2
107,2287366542.0,2
108,1004671860.0,2
109,2685275712.0,2
110,1708038163.0,1
111,170057636.0,1
112,29230247.0,1
113,7.317663978570752e+17,1
114,553388088.0,1
115,4859150405.0,1
116,104504317.0,1
117,7.974738962158387e+17,1
118,56814425.0,1
119,2342479104.0,1
120,219736461.0,1
121,8.164227545723249e+17,1
122,19650992.0,1
123,153049921.0,1
124,1548047228.0,1
125,9.541864960676168e+17,1
126,2832236690.0,1
127,55539703.0,1
128,381234311.0,1
129,2825240079.0,1
130,2935416411.0,1
131,2909445756.0,1
132,40952195.0,1
133,28821697.0,1
134,4277363655.0,1
135,2958157228.0,1
136,4298089121.0,1
137,794778854.0,1
138,58925278.0,1
139,3293564224.0,1
140,7.83460176292479e+17,1
141,32414658.0,1
142,152610683.0,1
143,3604237222.0,1
144,87504275.0,1
145,2975507348.0,1
146,4427177261.0,1
147,2790768176.0,1
148,26002250.0,1
149,17115086.0,1
150,390555976.0,1
151,833756904.0,1
152,261879278.0,1
153,2835978636.0,1
154,1515892296.0,1
155,2878751485.0,1
156,146666171.0,1
157,31276933.0,1
158,2815402178.0,1
159,607978139.0,1
160,822244212.0,1
161,2540825701.0,1
162,3004249311.0,1
163,7.591106044560957e+17,1
164,50287759.0,1
165,7.970753913788375e+17,1
166,411377266.0,1
167,166594076.0,1
168,3399349145.0,1
169,898975153.0,1
170,3412873691.0,1
171,3001049548.0,1
172,3394241285.0,1
173,2845224610.0,1
174,1440616824.0,1
175,523443851.0,1
176,135697030.0,1
177,386040111.0,1
178,16672102.0,1
179,9.388037536998932e+17,1
180,31718463.0,1
181,8.047851571064668e+17,1
182,3950928695.0,1
183,3430962999.0,1
184,1419005648.0,1
185,8.74814213197357e+17,1
186,187513512.0,1
187,14427407.0,1
188,130301581.0,1
189,66833170.0,1
190,764080735.0,1
191,445015186.0,1
192,215459458.0,1
193,3083284793.0,1
194,451850533.0,1
195,1281940632.0,1
196,7.862591089365524e+17,1
197,8.207829549138739e+17,1
198,2755272040.0,1
199,9.371770385107272e+17,1
200,471619937.0,1
201,1496608986.0,1
202,392519677.0,1
203,384599314.0,1
204,3161363832.0,1
205,2303776496.0,1
206,9.33737821910614e+17,1
207,1420535665.0,1
208,7.559085162552648e+17,1
209,3261405989.0,1
210,7.134474172872991e+17,1
211,318328884.0,1
212,45467431.0,1
213,27551703.0,1
214,4428208822.0,1
215,9.197634909438566e+17,1
216,3025266342.0,1
217,133178002.0,1
218,4910270788.0,1
219,1530504780.0,1
220,241291014.0,1
221,4830472692.0,1
222,3234248484.0,1
223,526073036.0,1
224,8.15245393969709e+17,1
225,118396349.0,1
226,7.935216625452646e+17,1
227,23247155.0,1
228,2865726875.0,1
229,7.958992833252762e+17,1
230,492681551.0,1
231,2859834039.0,1
232,246082925.0,1
233,438900003.0,1
234,7.295520231217357e+17,1
235,261462593.0,1
236,853711446.0,1
237,9.352134782431191e+17,1
238,7.997967787952005e+17,1
239,415280026.0,1
240,29409786.0,1
241,40398279.0,1
242,8.278301284744151e+17,1
243,8.330488878960599e+17,1
244,7.39933964174037e+17,1
245,380543217.0,1
246,352169101.0,1
247,8.334690461966746e+17,1
248,299046498.0,1
249,1261767385.0,1
250,387915584.0,1
251,49141281.0,1
252,4257385693.0,1
253,222048639.0,1
254,224118311.0,1
255,28732136.0,1
256,74169289.0,1
257,1144041037.0,1
258,8.630210841568584e+17,1
259,46419721.0,1
260,34109146.0,1
261,4739901797.0,1
262,4263383185.0,1
263,8.858528876241019e+17,1
264,890005525.0,1
265,1298623189.0,1
266,143959357.0,1
267,2869837616.0,1
268,7.324458336820183e+17,1
269,615360297.0,1
270,28649283.0,1
271,3016618421.0,1
272,8.761466105390244e+17,1
273,961706424.0,1
274,423502732.0,1
275,8.232030998209659e+17,1
276,1608010855.0,1
277,840230431.0,1
278,2494936734.0,1
279,71926170.0,1
280,177182882.0,1
281,2386087811.0,1
282,110071965.0,1
283,376020156.0,1
284,2883469589.0,1
285,38093586.0,1
286,2999847544.0,1
287,4493182468.0,1
288,831675103.0,1
289,505214831.0,1
290,67514697.0,1
291,16963034.0,1
292,1703385944.0,1
293,16621190.0,1
294,403997170.0,1
295,7.197561005984276e+17,1
296,75397647.0,1
297,37892499.0,1
298,2159220026.0,1
299,251040359.0,1
300,22250210.0,1
301,8.78425577094488e+17,1
302,2974627510.0,1
303,364661917.0,1
304,3159457957.0,1
305,1396779372.0,1
306,3304347244.0,1
307,3296504462.0,1
308,1077434971.0,1
309,4479867201.0,1
310,42914466.0,1
311,98042044.0,1
312,458116092.0,1
313,714434936.0,1
314,8.301182364066324e+17,1
315,118552712.0,1
316,5920142.0,1
317,4258239203.0,1
318,26107813.0,1
319,19805053.0,1
320,166207599.0,1
321,7.872964146950922e+17,1
322,3609635354.0,1
323,7.973121055400346e+17,1
324,468110721.0,1
325,2279480828.0,1
326,241084501.0,1
327,2880287133.0,1
328,7.740416205598228e+17,1
329,109908399.0,1
330,942448939.0,1
331,2841487088.0,1
332,14359655.0,1
333,4809840779.0,1
334,2729946330.0,1
335,8.246661351739474e+17,1
336,1.0679700808840806e+18,1
337,30925817.0,1
338,8.776621870740562e+17,1
339,7.404734689201562e+17,1
340,930326239.0,1
341,4821267819.0,1
342,3235627787.0,1
343,3657635540.0,1
344,365028122.0,1
345,1961579168.0,1
346,606316616.0,1
347,237720874.0,1
348,36649334.0,1
349,138178844.0,1
350,4774170301.0,1
351,60861852.0,1
352,4237222877.0,1
353,1917632858.0,1
354,2600517884.0,1
355,7.798797703308493e+17,1
356,50902189.0,1
357,99522642.0,1
358,1090259760.0,1
359,8.68823510235435e+17,1
360,4117939516.0,1
361,3042177503.0,1
362,7.936315696509829e+17,1
363,1485125072.0,1
364,2875866962.0,1
365,28662619.0,1
366,185977718.0,1
367,7.09059463987073e+17,1
368,323308427.0,1
369,132229098.0,1
370,3381217769.0,1
371,8.018768009513574e+17,1
372,110912820.0,1
373,35435904.0,1
374,3313105635.0,1
375,152508248.0,1
376,1570779979.0,1
377,4520812055.0,1
378,2948520401.0,1
379,152448425.0,1
380,7.168883280088351e+17,1
381,401476997.0,1
382,60381360.0,1
383,109895960.0,1
384,54882415.0,1
385,491220394.0,1
