,id,degree
0,52572719.0,31
1,7.537768646829998e+17,18
2,38863786.0,11
3,317223956.0,10
4,34991028.0,9
5,829735580.0,9
6,626503046.0,9
7,1426814712.0,8
8,292263105.0,7
9,2848049341.0,6
10,311140916.0,6
11,27945987.0,5
12,532457531.0,5
13,7.631302542317568e+17,5
14,25689113.0,5
15,1.0128082653093478e+18,5
16,9.420693285512724e+17,4
17,8.815792158327603e+17,4
18,9.560370814275994e+17,4
19,30644500.0,4
20,55381358.0,4
21,7.968638766672077e+17,4
22,26453716.0,4
23,9.365459049323274e+17,4
24,64008841.0,3
25,9.660158898910536e+17,3
26,242017731.0,3
27,18291690.0,3
28,134826601.0,3
29,1112144912.0,3
30,8.170268708814275e+17,3
31,45920157.0,3
32,7.98579983417389e+17,3
33,187995023.0,3
34,19921268.0,3
35,3892584794.0,3
36,4196528835.0,3
37,8.005103903963013e+17,3
38,2781121982.0,3
39,321632766.0,3
40,421559457.0,3
41,110681312.0,3
42,1.0577781103079752e+18,3
43,579791162.0,2
44,8.62039435264897e+17,2
45,23360808.0,2
46,509384598.0,2
47,635004482.0,2
48,1498573814.0,2
49,40510796.0,2
50,392371418.0,2
51,7.983050996344095e+17,2
52,1426710036.0,2
53,2949051936.0,2
54,2943304486.0,2
55,1053184238.0,2
56,20022452.0,2
57,228118184.0,2
58,24248534.0,2
59,173119648.0,2
60,1.0011731596750725e+18,2
61,7.914112349858775e+17,2
62,476995113.0,2
63,116949923.0,2
64,1285069740.0,2
65,9.662510178798141e+17,2
66,3231834818.0,2
67,808014258.0,2
68,15973602.0,2
69,39637072.0,2
70,26121933.0,2
71,3227379860.0,2
72,59736485.0,2
73,58808978.0,2
74,8.931118993482875e+17,2
75,4896792237.0,1
76,134838419.0,1
77,474999990.0,1
78,916787959.0,1
79,1411902361.0,1
80,9.997521726015775e+17,1
81,9.081361701057782e+17,1
82,3674263103.0,1
83,21834528.0,1
84,9.308387124009738e+17,1
85,568520439.0,1
86,7.066655180449997e+17,1
87,1.0699201242311885e+18,1
88,9.320743396245627e+17,1
89,3355739788.0,1
90,210819177.0,1
91,7.965526267458683e+17,1
92,3313742461.0,1
93,443654740.0,1
94,7.102969893139948e+17,1
95,8.106290049989632e+17,1
96,1514355565.0,1
97,373938490.0,1
98,7.032540262725591e+17,1
99,2727390144.0,1
100,262311413.0,1
101,7.077537398352118e+17,1
102,511041846.0,1
103,2213517019.0,1
104,270515149.0,1
105,7.858649099428782e+17,1
106,4627221853.0,1
107,41238350.0,1
108,1.020014770525737e+18,1
109,545128446.0,1
110,3267268434.0,1
111,1.0299377177009644e+18,1
112,63357527.0,1
113,115392787.0,1
114,9.724402919522181e+17,1
115,3003809282.0,1
116,400399269.0,1
117,7.565765891781755e+17,1
118,8.794186500291584e+17,1
119,24981827.0,1
120,16081727.0,1
121,429571655.0,1
122,25722965.0,1
123,8.261654916055695e+17,1
124,4886325111.0,1
125,25737113.0,1
126,1546656000.0,1
127,475450029.0,1
128,586724399.0,1
129,50880679.0,1
130,7.318679385677906e+17,1
131,615169482.0,1
132,7.443592481009172e+17,1
133,1.0078131647492137e+18,1
134,7.054256623042478e+17,1
135,9.56732246852907e+17,1
136,19860107.0,1
137,26206530.0,1
138,51284932.0,1
139,631932457.0,1
140,1605803646.0,1
141,9.002406501043159e+17,1
142,7.593340227575194e+17,1
143,7.747577980264858e+17,1
144,2895236803.0,1
145,139189262.0,1
146,765103513.0,1
147,124967582.0,1
148,770745098.0,1
149,8.02984185816236e+17,1
150,49115079.0,1
151,195859173.0,1
152,395491775.0,1
153,243363123.0,1
154,289031581.0,1
155,1556075358.0,1
156,303341647.0,1
157,8.234314918458368e+17,1
158,61776145.0,1
159,1066204172.0,1
160,3296039808.0,1
161,9.153550281515868e+17,1
162,308309188.0,1
163,987220009.0,1
164,495382516.0,1
165,431901670.0,1
166,1846124581.0,1
167,1868465510.0,1
168,29444116.0,1
169,9.46921770069631e+17,1
170,2876976288.0,1
171,3104192017.0,1
172,9.972779631954862e+17,1
173,7.029630295210762e+17,1
174,454012489.0,1
175,434442907.0,1
176,32942732.0,1
177,8.055907934781481e+17,1
178,2905390245.0,1
179,1305807127.0,1
180,23035013.0,1
181,50035526.0,1
182,8.396858557279314e+17,1
183,443943237.0,1
184,58819354.0,1
185,8.050210037977211e+17,1
186,7.184967038428078e+17,1
187,73672728.0,1
188,1169054324.0,1
189,9.916506680489984e+17,1
190,3196558516.0,1
191,1.0740015767030006e+18,1
192,604717835.0,1
193,25895250.0,1
194,7.252136275155558e+17,1
195,4659654224.0,1
196,787887222.0,1
197,532198406.0,1
198,349027514.0,1
199,7.624409856955597e+17,1
200,2924925248.0,1
201,345484611.0,1
202,9.536843873753375e+17,1
